Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
HECTD2	0	0	0	0	2	0	0	0	0	2	2	2
HELLS	0	0	0	0	1	0	0	1	0	2	2	2
HELZ	1	0	0	0	1	0	0	0	0	2	2	2
HEPHL1	0	0	0	0	2	0	0	0	0	2	2	2
HERPUD2	0	0	0	0	1	0	0	1	0	2	2	2
HEXA	0	0	0	0	2	0	0	0	0	2	2	2
HGS	0	0	0	0	2	0	0	0	0	2	2	2
HHEX	0	0	1	0	1	0	0	0	0	2	2	2
HHIPL2	0	0	0	0	2	0	0	0	0	2	2	2
HIP1R	0	0	0	0	1	1	0	0	0	2	2	2
HIVEP2	0	0	0	0	2	0	0	0	0	2	2	2
HJURP	0	0	0	0	2	0	0	0	0	2	2	2
HLA-DPA1	0	0	0	0	1	0	0	1	0	2	2	2
HLA-E	0	0	0	0	2	0	0	0	0	2	2	2
HMGCS1	0	0	0	0	2	0	0	0	0	2	2	2
HMGCS2	0	1	0	0	1	0	0	0	0	2	2	2
HMGN2	1	0	0	0	1	0	0	0	0	2	2	2
HMGN5	0	0	0	0	2	0	0	0	0	2	2	2
HMOX1	1	0	0	0	1	0	0	0	0	2	2	2
HNRNPH1	1	0	0	0	1	0	0	0	0	2	2	2
HNRNPU	0	0	0	0	2	0	0	0	0	2	2	2
HOXC8	1	0	0	0	1	0	0	0	0	2	2	2
HPS4	0	0	0	0	2	0	0	0	0	2	2	2
HPSE	1	0	0	0	1	0	0	0	0	2	2	2
HS3ST2	0	0	0	0	2	0	0	0	0	2	2	2
HS6ST3	0	0	0	0	2	0	0	0	0	2	2	2
HSPA4	0	0	0	0	2	0	0	0	0	2	2	2
HSPA5	0	0	0	0	2	0	0	0	0	2	2	2
HSPH1	0	0	0	0	2	0	0	0	0	2	2	2
HTR2A	0	0	0	0	2	0	0	0	0	2	2	2
HTR7	0	0	0	0	2	0	0	0	0	2	2	2
HUS1	1	0	0	0	1	0	0	0	0	2	2	2
HVCN1	0	1	0	0	1	0	0	0	0	2	2	2
HYOU1	0	0	0	0	2	0	0	0	0	2	2	2
IBTK	0	0	0	0	2	0	0	0	0	2	2	2
IDE	0	0	0	0	2	0	0	0	0	2	2	2
IDH1	0	0	0	0	0	2	0	0	0	2	2	2
IDH3A	0	0	0	0	1	0	0	1	0	2	2	2
IDS	0	0	0	0	2	0	0	0	0	2	2	2
IFIT2	0	0	0	0	2	0	0	0	0	2	2	2
IFIT3	2	0	0	0	0	0	0	0	0	2	2	2
IFT80	0	0	0	0	2	0	0	0	0	2	2	2
IFT81	1	0	0	0	1	0	0	0	0	2	2	2
IFT88	1	0	0	0	1	0	0	0	0	2	2	2
IGDCC3	0	0	0	0	2	0	0	0	0	2	2	2
IGHA2	0	0	0	0	2	0	0	0	0	2	2	2
IGHV1OR21-1	0	0	0	0	2	0	0	0	0	2	2	2
IGHV3-20	0	0	0	0	2	0	0	0	0	2	2	2
IGKV1-16	0	1	0	0	1	0	0	0	0	2	2	2
IGLC2	0	0	0	0	2	0	0	0	0	2	2	2
IGSF3	1	0	0	0	1	0	0	0	0	2	2	2
IGSF9	0	0	0	0	2	0	0	0	0	2	2	2
IHO1	0	0	0	0	2	0	0	0	0	2	2	2
IL12RB1	0	0	0	0	2	0	0	0	0	2	2	2
IL12RB2	1	0	0	0	1	0	0	0	0	2	2	2
IL17RB	0	0	0	0	2	0	0	0	0	2	2	2
IL17RC	0	0	0	0	1	0	0	1	0	2	2	2
IL1RAP	0	0	0	0	2	0	0	0	0	2	2	2
IL1RL2	1	0	0	0	1	0	0	0	0	2	2	2
IL21R	0	0	0	0	2	0	0	0	0	2	2	2
IL6ST	0	0	0	0	2	0	0	0	0	2	2	2
INAVA	2	0	0	0	0	0	0	0	0	2	2	2
INPP4A	1	0	0	0	1	0	0	0	0	2	2	2
INPP4B	1	0	1	0	0	0	0	0	0	2	2	2
INPP5B	0	0	0	0	2	0	0	0	0	2	2	2
INSR	0	0	0	0	2	0	0	0	0	2	2	2
INSRR	0	0	0	0	1	0	0	1	0	2	2	2
INTS8	0	0	0	0	2	0	0	0	0	2	2	2
INTU	0	0	0	0	2	0	0	0	0	2	2	2
IP6K3	0	0	0	0	2	0	0	0	0	2	2	2
IPO5	0	0	0	0	2	0	0	0	0	2	2	2
IPO7	0	0	0	0	2	0	0	0	0	2	2	2
IQCK	0	0	0	0	1	0	0	1	0	2	2	2
IRF9	0	0	0	0	2	0	0	0	0	2	2	2
IRS1	0	0	0	0	2	0	0	0	0	2	2	2
ISL1	0	0	0	0	1	1	0	0	0	2	2	2
ISOC1	0	0	0	0	2	0	0	0	0	2	2	2
IST1	0	0	0	0	2	0	0	0	0	2	2	2
ISY1-RAB43	0	0	0	0	2	0	0	0	0	2	2	2
ITGA1	0	0	0	0	2	0	0	0	0	2	2	2
ITGA10	0	0	0	0	1	1	0	0	0	2	2	2
ITGA3	0	1	0	0	1	0	0	0	0	2	2	2
ITGA4	0	0	0	0	2	0	0	0	0	2	2	2
ITGA5	0	0	0	0	2	0	0	0	0	2	2	2
ITGA7	0	0	0	0	2	0	0	0	0	2	2	2
ITGA9	1	0	1	0	0	0	0	0	0	2	2	2
ITGAD	0	0	0	0	2	0	0	0	0	2	2	2
ITGAL	0	0	0	0	2	0	0	0	0	2	2	2
ITGAX	0	0	0	0	2	0	0	0	0	2	2	2
ITGB4	0	0	0	0	2	0	0	0	0	2	2	2
ITM2B	1	0	1	0	0	0	0	0	0	2	2	2
ITSN1	1	0	0	0	1	0	0	0	0	2	2	2
ITSN2	1	0	0	0	1	0	0	0	0	2	2	2
IVL	1	0	0	0	1	0	0	0	0	2	2	2
IZUMO1	0	0	0	0	1	1	0	0	0	2	2	2
JADE1	0	0	0	0	2	0	0	0	0	2	2	2
JAML	0	0	0	0	2	0	0	0	0	2	2	2
JKAMP	0	0	0	0	2	0	0	0	0	2	2	2
JUP	0	0	0	0	2	0	0	0	0	2	2	2
KANSL2	0	0	0	0	2	0	0	0	0	2	2	2
KASH5	0	0	0	0	2	0	0	0	0	2	2	2
KAT14	0	0	0	0	2	0	0	0	0	2	2	2
KAT2A	0	0	0	0	2	0	0	0	0	2	2	2
KAT7	0	0	0	0	2	0	0	0	0	2	2	2
KATNIP	0	0	0	0	2	0	0	0	0	2	2	2
KBTBD8	0	0	0	0	2	0	0	0	0	2	2	2
KCNA1	0	0	0	0	2	0	0	0	0	2	2	2
KCNA4	0	0	0	0	2	0	0	0	0	2	2	2
KCNAB1	0	0	0	0	1	0	0	1	0	2	2	2
KCND3	0	0	0	0	2	0	0	0	0	2	2	2
KCNH8	0	0	0	0	2	0	0	0	0	2	2	2
KCNJ15	0	0	0	0	2	0	0	0	0	2	2	2
KCNJ3	0	0	0	0	2	0	0	0	0	2	2	2
KCNK18	0	0	0	0	2	0	0	0	0	2	2	2
KCNN1	0	0	0	0	2	0	0	0	0	2	2	2
KCNN2	0	0	0	0	1	0	0	1	0	2	2	2
KCNN3	0	0	0	0	2	0	0	0	0	2	2	2
KCNQ1	1	0	0	0	1	0	0	0	0	2	2	2
KCNQ2	0	0	0	0	2	0	0	0	0	2	2	2
KCNRG	0	0	0	0	2	0	0	0	0	2	2	2
KCNS2	0	0	0	0	2	0	0	0	0	2	2	2
KCNT1	0	0	0	0	2	0	0	0	0	2	2	2
KCNT2	0	0	0	0	0	1	0	1	0	2	2	2
KDM2A	0	0	0	0	2	0	0	0	0	2	2	2
KDM4B	0	0	0	0	2	0	0	0	0	2	2	2
KDM5A	1	0	0	0	1	0	0	0	0	2	2	2
KDM5D	0	1	0	0	1	0	0	0	0	2	2	2
KEL	0	0	0	0	2	0	0	0	0	2	2	2
KIAA0232	0	0	0	0	1	1	0	0	0	2	2	2
KIAA0319L	0	0	0	0	2	0	0	0	0	2	2	2
KIAA0513	0	1	0	0	1	0	0	0	0	2	2	2
KIAA1217	0	0	0	0	2	0	0	0	0	2	2	2
KIAA1549	0	0	0	0	2	0	0	0	0	2	2	2
KIAA1755	0	0	0	0	1	1	0	0	0	2	2	2
KIF11	0	0	0	0	2	0	0	0	0	2	2	2
KIF15	0	0	0	0	2	0	0	0	0	2	2	2
KIF19	0	0	0	0	2	0	0	0	0	2	2	2
KIF1C	0	0	0	0	2	0	0	0	0	2	2	2
KIF26B	0	0	0	0	2	0	0	0	0	2	2	2
KIF27	0	0	0	0	2	0	0	0	0	2	2	2
KIF2A	0	0	0	0	2	0	0	0	0	2	2	2
KIF2B	1	0	0	0	1	0	0	0	0	2	2	2
KIF5B	0	0	0	0	2	0	0	0	0	2	2	2
KIF7	0	0	0	0	2	0	0	0	0	2	2	2
KIR2DL1	0	0	0	0	2	0	0	0	0	2	2	2
KIRREL1	0	0	0	0	2	0	0	0	0	2	2	2
KITLG	1	0	0	0	1	0	0	0	0	2	2	2
KLC1	1	0	0	0	1	0	0	0	0	2	2	2
KLF10	0	0	0	0	2	0	0	0	0	2	2	2
KLF12	0	0	0	0	2	0	0	0	0	2	2	2
KLF17	0	0	0	0	2	0	0	0	0	2	2	2
KLHDC8B	0	0	0	0	2	0	0	0	0	2	2	2
KLHL13	1	0	0	0	1	0	0	0	0	2	2	2
KLHL25	0	0	0	0	2	0	0	0	0	2	2	2
KLHL32	0	0	0	0	2	0	0	0	0	2	2	2
KLHL7	0	0	0	0	2	0	0	0	0	2	2	2
KLK13	0	0	0	0	2	0	0	0	0	2	2	2
KLRC1	0	0	0	0	2	0	0	0	0	2	2	2
KPNA1	1	0	0	0	1	0	0	0	0	2	2	2
KPRP	1	0	0	0	0	1	0	0	0	2	2	2
KRT1	0	0	0	0	2	0	0	0	0	2	2	2
KRT13	0	0	0	0	2	0	0	0	0	2	2	2
KRT16	1	0	0	0	1	0	0	0	0	2	2	2
KRT27	0	0	0	0	1	0	0	1	0	2	2	2
KRT36	0	0	0	0	2	0	0	0	0	2	2	2
KRT72	1	0	0	0	1	0	0	0	0	2	2	2
KRT82	0	0	1	0	1	0	0	0	0	2	2	2
KRT85	0	0	0	0	1	1	0	0	0	2	2	2
KRTAP19-2	0	0	0	0	1	1	0	0	0	2	2	2
KRTAP4-1	0	0	0	0	2	0	0	0	0	2	2	2
KTN1	1	0	0	0	1	0	0	0	0	2	2	2
KYNU	0	0	0	0	2	0	0	0	0	2	2	2
L1CAM	0	0	0	0	2	0	0	0	0	2	2	2
LACC1	0	0	0	0	2	0	0	0	0	2	2	2
LACRT	0	0	0	0	1	1	0	0	0	2	2	2
LAMA5	0	0	0	0	2	0	0	0	0	2	2	2
LAMP3	0	0	0	0	2	0	0	0	0	2	2	2
LAMP5	0	0	0	0	1	1	0	0	0	2	2	2
LARGE1	0	0	0	0	2	0	0	0	0	2	2	2
LATS1	0	0	0	0	2	0	0	0	0	2	2	2
LCLAT1	0	0	0	0	1	1	0	0	0	2	2	2
LDHAL6B	0	0	0	0	0	2	0	0	0	2	2	2
LEMD3	0	0	0	0	2	0	0	0	0	2	2	2
LETM1	0	1	0	0	1	0	0	0	0	2	2	2
LHFPL1	1	0	0	0	1	0	0	0	0	2	2	2
LHX1	1	0	0	0	1	0	0	0	0	2	2	2
LILRA6	0	0	0	0	2	0	0	0	0	2	2	2
LIMA1	0	0	0	0	1	1	0	0	0	2	2	2
LIMK1	1	0	0	0	1	0	0	0	0	2	2	2
LIMS2	1	0	0	0	1	0	0	0	0	2	2	2
LINGO1	0	0	0	0	2	0	0	0	0	2	2	2
LINS1	1	0	0	0	1	0	0	0	0	2	2	2
LIPF	0	0	0	0	1	1	0	0	0	2	2	2
LMAN1	0	0	0	0	2	0	0	0	0	2	2	2
LMAN1L	0	0	0	0	2	0	0	0	0	2	2	2
LMBRD2	0	0	0	0	2	0	0	0	0	2	2	2
LONRF1	0	0	1	0	1	0	0	0	0	2	2	2
LOXL2	0	0	0	0	2	0	0	0	0	2	2	2
LPAR4	0	0	0	0	1	1	0	0	0	2	2	2
LPO	0	0	0	0	2	0	0	0	0	2	2	2
LRCH1	0	0	0	0	2	0	0	0	0	2	2	2
LRCH2	0	0	0	0	1	1	0	0	0	2	2	2
LRFN3	0	0	0	0	1	1	0	0	0	2	2	2
LRFN5	0	0	0	0	2	0	0	0	0	2	2	2
LRIF1	0	0	1	0	1	0	0	0	0	2	2	2
LRP12	0	0	0	0	2	0	0	0	0	2	2	2
LRP4	0	0	0	0	2	0	0	0	0	2	2	2
LRR1	0	0	0	0	2	0	0	0	0	2	2	2
LRRC15	0	0	0	0	2	0	0	0	0	2	2	2
LRRC37B	0	0	0	0	2	0	0	0	0	2	2	2
LRRC66	0	1	0	0	1	0	0	0	0	2	2	2
LRRK1	0	0	0	0	2	0	0	0	0	2	2	2
LRRN3	0	0	0	0	2	0	0	0	0	2	2	2
LRRTM3	0	0	0	0	2	0	0	0	0	2	2	2
LSM14B	0	0	0	0	2	0	0	0	0	2	2	2
LSP1	0	0	0	0	2	0	0	0	0	2	2	2
LTA4H	1	0	0	0	1	0	0	0	0	2	2	2
LTBP1	0	0	0	0	2	0	0	0	0	2	2	2
LTBP2	0	0	0	0	2	0	0	0	0	2	2	2
LXN	0	0	0	0	2	0	0	0	0	2	2	2
LY6E	0	0	0	0	2	0	0	0	0	2	2	2
LY75	1	0	0	0	1	0	0	0	0	2	2	2
LY9	0	0	0	0	2	0	0	0	0	2	2	2
LYG1	0	0	0	0	1	1	0	0	0	2	2	2
LZTS3	0	1	0	0	1	0	0	0	0	2	2	2
MAB21L2	1	0	0	0	1	0	0	0	0	2	2	2
MACROH2A2	0	0	0	0	2	0	0	0	0	2	2	2
MAF	0	0	0	0	2	0	0	0	0	2	2	2
MAFB	0	0	0	0	2	0	0	0	0	2	2	2
MAGEA10	0	0	0	0	2	0	0	0	0	2	2	2
MAGEB10	0	0	0	0	2	0	0	0	0	2	2	2
MAGEB3	0	0	0	0	2	0	0	0	0	2	2	2
MAGEB6B	0	0	0	0	2	0	0	0	0	2	2	2
MAGEE1	0	0	0	0	0	2	0	0	0	2	2	2
MAIP1	0	0	0	0	2	0	0	0	0	2	2	2
MAN1A1	1	0	0	0	1	0	0	0	0	2	2	2
MANEA	0	0	0	0	1	1	0	0	0	2	2	2
MANEAL	0	0	0	0	2	0	0	0	0	2	2	2
MAP10	1	0	0	0	1	0	0	0	0	2	2	2
MAP2K7	0	0	0	0	2	0	0	0	0	2	2	2
MAP3K2	1	0	0	0	1	0	0	0	0	2	2	2
MAP3K20	1	0	0	0	1	0	0	0	0	2	2	2
MAP3K3	0	0	0	0	2	0	0	0	0	2	2	2
MAP3K5	0	0	0	0	2	0	0	0	0	2	2	2
MAP3K6	0	0	0	0	2	0	0	0	0	2	2	2
MAP7D3	0	1	0	0	1	0	0	0	0	2	2	2
MAPK14	0	0	0	0	2	0	0	0	0	2	2	2
MAPK8IP1	0	0	0	0	2	0	0	0	0	2	2	2
MAPKBP1	0	0	0	0	2	0	0	0	0	2	2	2
MAPT	0	0	0	0	2	0	0	0	0	2	2	2
MARCHF5	0	0	0	0	2	0	0	0	0	2	2	2
MARS1	0	0	0	0	2	0	0	0	0	2	2	2
MAST1	0	0	0	0	2	0	0	0	0	2	2	2
MAST2	0	0	0	0	2	0	0	0	0	2	2	2
MAST3	0	0	0	0	2	0	0	0	0	2	2	2
MAU2	0	0	1	0	1	0	0	0	0	2	2	2
MBP	0	0	0	0	2	0	0	0	0	2	2	2
MC5R	0	0	0	0	2	0	0	0	0	2	2	2
MCAM	2	0	0	0	0	0	0	0	0	2	2	2
MCCC1	0	0	0	0	2	0	0	0	0	2	2	2
MCF2	0	0	0	0	2	0	0	0	0	2	2	2
MCM10	0	0	0	0	2	0	0	0	0	2	2	2
MCM5	0	0	0	0	2	0	0	0	0	2	2	2
MCTP1	1	0	0	0	0	0	0	1	0	2	2	2
MCU	1	0	0	0	1	0	0	0	0	2	2	2
MED18	0	0	0	0	2	0	0	0	0	2	2	2
MED25	0	0	0	0	2	0	0	0	0	2	2	2
MED27	0	0	0	0	2	0	0	0	0	2	2	2
MEI1	0	0	0	0	2	0	0	0	0	2	2	2
MEP1A	0	0	0	0	1	1	0	0	0	2	2	2
METTL16	0	0	0	0	2	0	0	0	0	2	2	2
METTL4	0	0	0	0	0	2	0	0	0	2	2	2
METTL9	0	0	0	0	1	0	0	1	0	2	2	2
MEX3B	0	0	0	0	2	0	0	0	0	2	2	2
MFAP3L	0	0	0	0	2	0	0	0	0	2	2	2
MFAP4	1	0	0	0	1	0	0	0	0	2	2	2
MFAP5	0	0	0	0	2	0	0	0	0	2	2	2
MFHAS1	0	0	0	0	2	0	0	0	0	2	2	2
MFSD13A	0	0	0	0	2	0	0	0	0	2	2	2
MFSD14A	0	0	0	0	2	0	0	0	0	2	2	2
MFSD6L	0	0	0	0	2	0	0	0	0	2	2	2
MFSD8	1	0	0	0	1	0	0	0	0	2	2	2
MGAM	1	0	0	0	1	0	0	0	0	2	2	2
MGAT4A	0	0	0	0	2	0	0	0	0	2	2	2
MGAT5B	0	0	0	0	2	0	0	0	0	2	2	2
MID1	1	0	0	0	0	1	0	0	0	2	2	2
MIDEAS	1	0	0	0	1	0	0	0	0	2	2	2
MIDN	0	1	0	0	1	0	0	0	0	2	2	2
MINK1	0	0	0	0	2	0	0	0	0	2	2	2
MIS18A	0	0	0	0	2	0	0	0	0	2	2	2
MIS18BP1	0	0	0	0	2	0	0	0	0	2	2	2
MKLN1	1	0	0	0	1	0	0	0	0	2	2	2
MKRN1	0	0	0	0	1	0	0	1	0	2	2	2
MLC1	0	0	0	0	2	0	0	0	0	2	2	2
MLF2	0	0	0	0	2	0	0	0	0	2	2	2
MLLT10	0	0	0	0	1	1	0	0	0	2	2	2
MLX	0	0	0	0	2	0	0	0	0	2	2	2
MMP10	1	0	0	0	1	0	0	0	0	2	2	2
MMP11	1	0	0	0	0	1	0	0	0	2	2	2
MMP12	0	0	0	0	2	0	0	0	0	2	2	2
MMP8	0	0	0	0	2	0	0	0	0	2	2	2
MMP9	1	0	0	0	1	0	0	0	0	2	2	2
MMRN2	0	0	0	0	2	0	0	0	0	2	2	2
MMS22L	0	0	0	0	2	0	0	0	0	2	2	2
MMUT	1	0	0	0	1	0	0	0	0	2	2	2
MOB2	0	0	0	0	1	1	0	0	0	2	2	2
MOCS3	0	0	0	0	2	0	0	0	0	2	2	2
MORC1	0	0	0	0	2	0	0	0	0	2	2	2
MORF4L1	0	0	0	0	2	0	0	0	0	2	2	2
MOV10L1	0	0	0	0	2	0	0	0	0	2	2	2
MPDZ	0	1	1	0	0	0	0	0	0	2	2	2
MPG	0	0	0	0	2	0	0	0	0	2	2	2
MPHOSPH10	1	0	0	0	1	0	0	0	0	2	2	2
MPP3	0	0	0	0	2	0	0	0	0	2	2	2
MPRIP	0	0	0	0	2	0	0	0	0	2	2	2
MROH5	0	0	0	0	2	0	0	0	0	2	2	2
MROH9	0	0	0	0	2	0	0	0	0	2	2	2
MRPL14	0	0	0	0	2	0	0	0	0	2	2	2
MRPL17	0	0	0	0	2	0	0	0	0	2	2	2
MRPS22	0	0	0	0	1	1	0	0	0	2	2	2
MRTFA	0	0	0	0	2	0	0	0	0	2	2	2
MS4A12	0	0	0	0	2	0	0	0	0	2	2	2
MSC	0	0	0	0	2	0	0	0	0	2	2	2
MSI1	0	1	0	0	1	0	0	0	0	2	2	2
MSTN	0	0	0	0	2	0	0	0	0	2	2	2
MTA3	0	0	0	0	2	0	0	0	0	2	2	2
MTAP	0	0	0	0	2	0	0	0	0	2	2	2
MTCH2	0	0	0	0	2	0	0	0	0	2	2	2
MTCL1	0	0	0	0	2	0	0	0	0	2	2	2
MTERF1	0	0	0	0	2	0	0	0	0	2	2	2
MTF1	0	0	0	0	1	1	0	0	0	2	2	2
MTHFR	0	0	0	0	1	0	0	1	0	2	2	2
MTMR11	0	0	0	0	2	0	0	0	0	2	2	2
MTMR8	0	0	0	0	2	0	0	0	0	2	2	2
MTREX	1	0	0	0	1	0	0	0	0	2	2	2
MUSK	1	0	0	0	1	0	0	0	0	2	2	2
MYB	1	0	0	0	1	0	0	0	0	2	2	2
MYH13	0	0	0	0	1	1	0	0	0	2	2	2
MYH15	0	0	0	0	2	0	0	0	0	2	2	2
MYH3	1	0	0	0	1	0	0	0	0	2	2	2
MYL1	0	0	0	0	2	0	0	0	0	2	2	2
MYO18B	0	0	0	0	2	0	0	0	0	2	2	2
MYO1A	0	0	0	0	2	0	0	0	0	2	2	2
MYO1B	0	0	0	0	1	1	0	0	0	2	2	2
MYO3B	0	0	0	0	2	0	0	0	0	2	2	2
MYO5A	0	0	0	0	2	0	0	0	0	2	2	2
MYO5B	0	0	0	0	2	0	0	0	0	2	2	2
MYO9A	0	0	0	0	2	0	0	0	0	2	2	2
MYOF	0	0	0	0	2	0	0	0	0	2	2	2
MYOM2	0	0	0	0	2	0	0	0	0	2	2	2
MYOM3	0	0	0	0	2	0	0	0	0	2	2	2
MYPN	0	0	0	0	2	0	0	0	0	2	2	2
MYT1L	1	0	0	0	1	0	0	0	0	2	2	2
NAA15	0	0	0	0	2	0	0	0	0	2	2	2
NAA40	0	1	0	0	1	0	0	0	0	2	2	2
NABP1	0	0	0	0	2	0	0	0	0	2	2	2
NAF1	0	0	0	0	2	0	0	0	0	2	2	2
NAGK	0	0	0	0	2	0	0	0	0	2	2	2
NARF	0	0	1	0	1	0	0	0	0	2	2	2
NAT8	0	0	0	0	2	0	0	0	0	2	2	2
NAT9	0	0	0	0	1	0	0	1	0	2	2	2
NBEA	0	0	0	0	2	0	0	0	0	2	2	2
NBEAL1	2	0	0	0	0	0	0	0	0	2	2	2
NBN	1	0	0	0	0	0	0	1	0	2	2	2
NBPF15	0	0	0	0	2	0	0	0	0	2	2	2
NBPF20	1	0	0	0	1	0	0	0	0	2	2	2
NCAN	0	0	0	0	1	1	0	0	0	2	2	2
NCAPD2	0	0	0	0	2	0	0	0	0	2	2	2
NCAPH	0	0	0	0	2	0	0	0	0	2	2	2
NCF2	0	0	0	0	1	1	0	0	0	2	2	2
NCL	0	0	0	0	2	0	0	0	0	2	2	2
NCOA2	1	0	0	0	1	0	0	0	0	2	2	2
NCOA5	0	0	0	0	2	0	0	0	0	2	2	2
NDOR1	0	0	0	0	2	0	0	0	0	2	2	2
NDST1	0	0	0	0	2	0	0	0	0	2	2	2
NDUFAF3	0	0	0	0	2	0	0	0	0	2	2	2
NDUFC1	0	0	1	0	1	0	0	0	0	2	2	2
NEDD9	0	1	0	0	1	0	0	0	0	2	2	2
NEGR1	0	0	0	0	2	0	0	0	0	2	2	2
NEK11	0	0	0	0	2	0	0	0	0	2	2	2
NEK3	0	0	0	0	2	0	0	0	0	2	2	2
NEK5	0	0	1	0	1	0	0	0	0	2	2	2
NELFCD	0	0	0	0	2	0	0	0	0	2	2	2
NELFE	0	0	0	0	2	0	0	0	0	2	2	2
NEMF	0	0	0	0	2	0	0	0	0	2	2	2
NEO1	0	0	0	0	1	0	0	1	0	2	2	2
NES	0	0	0	0	2	0	0	0	0	2	2	2
NEURL3	0	0	0	0	2	0	0	0	0	2	2	2
NEURL4	0	0	0	0	2	0	0	0	0	2	2	2
NEUROD1	0	1	0	0	1	0	0	0	0	2	2	2
NEUROD2	0	0	0	0	2	0	0	0	0	2	2	2
NFATC2	1	1	0	0	0	0	0	0	0	2	2	2
NFATC4	0	0	0	0	2	0	0	0	0	2	2	2
NFE2L1	0	0	0	0	2	0	0	0	0	2	2	2
NFKBIZ	0	0	0	0	2	0	0	0	0	2	2	2
NFXL1	0	0	0	0	2	0	0	0	0	2	2	2
NGB	0	0	0	0	2	0	0	0	0	2	2	2
NGEF	0	0	1	0	1	0	0	0	0	2	2	2
NHLRC2	1	0	0	0	1	0	0	0	0	2	2	2
NHS	0	0	0	0	2	0	0	0	0	2	2	2
NINL	1	0	0	0	1	0	0	0	0	2	2	2
NIPSNAP3B	0	0	0	0	2	0	0	0	0	2	2	2
NISCH	1	0	0	0	1	0	0	0	0	2	2	2
NKAIN3	0	0	0	0	2	0	0	0	0	2	2	2
NKRF	0	0	0	0	2	0	0	0	0	2	2	2
NKX2-2	0	0	0	0	2	0	0	0	0	2	2	2
NLE1	0	0	0	0	2	0	0	0	0	2	2	2
NLRC4	0	0	0	0	2	0	0	0	0	2	2	2
NLRP1	0	1	0	0	1	0	0	0	0	2	2	2
NLRP13	0	0	0	0	1	1	0	0	0	2	2	2
NLRP14	0	0	0	0	2	0	0	0	0	2	2	2
NLRP3	0	0	0	0	2	0	0	0	0	2	2	2
NLRP4	0	0	0	0	2	0	0	0	0	2	2	2
NLRP7	0	0	0	0	2	0	0	0	0	2	2	2
NLRP8	0	1	0	0	1	0	0	0	0	2	2	2
NME8	0	0	0	0	1	0	0	1	0	2	2	2
NOBOX	0	0	0	0	2	0	0	0	0	2	2	2
NOCT	0	0	0	0	2	0	0	0	0	2	2	2
NOD2	0	0	0	0	2	0	0	0	0	2	2	2
NOL10	2	0	0	0	0	0	0	0	0	2	2	2
NOMO3	0	0	0	0	2	0	0	0	0	2	2	2
NOS2	0	0	0	0	1	1	0	0	0	2	2	2
NOX4	0	0	0	0	2	0	0	0	0	2	2	2
NOXA1	1	0	0	0	0	0	0	1	0	2	2	2
NPEPPS	1	0	1	0	0	0	0	0	0	2	2	2
NPFFR2	0	0	0	0	2	0	0	0	0	2	2	2
NPHP4	0	0	0	0	2	0	0	0	0	2	2	2
NPR1	0	0	0	0	2	0	0	0	0	2	2	2
NR1H4	0	0	0	0	2	0	0	0	0	2	2	2
NR1I3	1	0	0	0	1	0	0	0	0	2	2	2
NR3C2	0	0	0	0	2	0	0	0	0	2	2	2
NRCAM	0	1	0	0	1	0	0	0	0	2	2	2
NRG3	0	0	0	0	2	0	0	0	0	2	2	2
NRP1	0	0	0	0	2	0	0	0	0	2	2	2
NSD2	0	0	0	0	2	0	0	0	0	2	2	2
NSUN2	1	0	0	0	1	0	0	0	0	2	2	2
NTMT1	0	0	0	0	2	0	0	0	0	2	2	2
NTRK3	0	0	0	0	2	0	0	0	0	2	2	2
NUCB2	0	0	0	0	2	0	0	0	0	2	2	2
NUDT12	0	0	0	0	2	0	0	0	0	2	2	2
NUDT19	0	0	0	0	2	0	0	0	0	2	2	2
NUDT21	0	0	0	0	2	0	0	0	0	2	2	2
NUDT7	0	0	0	0	2	0	0	0	0	2	2	2
NUMB	0	0	1	0	0	0	0	1	0	2	2	2
NUP153	0	0	0	0	1	1	0	0	0	2	2	2
NUP188	0	0	0	0	2	0	0	0	0	2	2	2
NUP37	1	0	0	0	0	0	0	1	0	2	2	2
NUP42	0	0	0	0	2	0	0	0	0	2	2	2
NUP88	0	0	0	0	2	0	0	0	0	2	2	2
NUTM1	0	0	0	0	1	1	0	0	0	2	2	2
OAS1	1	0	0	0	1	0	0	0	0	2	2	2
OAZ3	0	0	0	0	2	0	0	0	0	2	2	2
ODF2	0	0	0	0	2	0	0	0	0	2	2	2
OGA	0	0	0	0	2	0	0	0	0	2	2	2
OGDH	0	0	0	0	2	0	0	0	0	2	2	2
OGDHL	0	0	0	0	2	0	0	0	0	2	2	2
OGG1	0	0	0	0	2	0	0	0	0	2	2	2
OGT	0	0	0	0	2	0	0	0	0	2	2	2
OIT3	0	0	0	0	1	1	0	0	0	2	2	2
OMD	0	0	0	0	2	0	0	0	0	2	2	2
OPRL1	0	0	0	0	2	0	0	0	0	2	2	2
OPRM1	1	0	0	0	1	0	0	0	0	2	2	2
OPTC	0	0	0	0	2	0	0	0	0	2	2	2
OR10AG1	0	0	0	0	2	0	0	0	0	2	2	2
OR10G2	0	0	0	0	2	0	0	0	0	2	2	2
OR10G4	0	0	0	0	2	0	0	0	0	2	2	2
